Count of Customer.ID,Column Labels,,,,
Richard Eichhorn,$880.06,,,,
RE-194502,$578.67,,,,
Richard Eichhorn,$578.67,,,,
RE-194503,-$166.77,,,,
Richard Eichhorn,-$166.77,,,,
RE-194504,$209.23,,,,
Richard Eichhorn,$209.23,,,,
RE-94051,$53.94,,,,
Ricardo Emerson,$53.94,,,,
RE-94052,$233.73,,,,
Ricardo Emerson,$233.73,,,,
RE-94501,$206.82,,,,
Richard Eichhorn,$206.82,,,,
RE-94502,$683.41,,,,
Richard Eichhorn,$683.41,,,,
RF-193451,$326.06,,,,
Randy Ferguson,$326.06,,,,
RF-193452,"$1,069.59",,,,
Randy Ferguson,"$1,069.59",,,,
RF-193453,$248.02,,,,
Randy Ferguson,$248.02,,,,
RF-193454,$633.71,,,,
Randy Ferguson,$633.71,,,,
RF-197351,-$601.64,,,,
Roland Fjeld,-$601.64,,,,
RF-197352,$368.76,,,,
Roland Fjeld,$368.76,,,,
RF-197353,$346.02,,,,
Roland Fjeld,$346.02,,,,
RF-197354,$711.62,,,,
Roland Fjeld,$711.62,,,,
RF-198401,$617.67,,,,
Roy Französisch,$617.67,,,,
RF-198402,"$1,701.61",,,,
Roy Französisch,"$1,701.61",,,,
RF-198403,$452.87,,,,
Roy Französisch,$452.87,,,,
RF-198404,$280.03,,,,
Roy Französisch,$280.03,,,,
RF-93451,$278.47,,,,
Randy Ferguson,$278.47,,,,
RF-93452,$5.64,,,,
Randy Ferguson,$5.64,,,,
RF-93453,$532.47,,,,
Randy Ferguson,$532.47,,,,
RF-97351,$298.77,,,,
Roland Fjeld,$298.77,,,,
RF-98401,-$353.13,,,,
Roy Französisch,-$353.13,,,,
RF-98402,$142.69,,,,
Roy Französisch,$142.69,,,,
RH-194951,-$103.03,,,,
Rick Hansen,-$103.03,,,,
RH-194952,$270.99,,,,
Rick Hansen,$270.99,,,,
RH-194953,$725.63,,,,
Rick Hansen,$725.63,,,,
RH-194954,$563.79,,,,
Rick Hansen,$563.79,,,,
RH-195101,$178.68,,,,
Rick Huthwaite,$178.68,,,,
RH-195102,-$22.67,,,,
Rick Huthwaite,-$22.67,,,,
RH-195103,$355.52,,,,
Rick Huthwaite,$355.52,,,,
RH-195104,"$1,289.45",,,,
Rick Huthwaite,"$1,289.45",,,,
RH-195551,$398.29,,,,
Ritsa Hightower,$398.29,,,,
RH-195552,-$238.69,,,,
Ritsa Hightower,-$238.69,,,,
RH-195553,$133.10,,,,
Ritsa Hightower,$133.10,,,,
RH-195554,$0.31,,,,
Ritsa Hightower,$0.31,,,,
RH-196001,-$40.41,,,,
Rob Haberlin,-$40.41,,,,
RH-196002,$122.21,,,,
Rob Haberlin,$122.21,,,,
RH-196003,$75.33,,,,
Rob Haberlin,$75.33,,,,
RH-196004,$172.63,,,,
Rob Haberlin,$172.63,,,,
RH-94951,$311.52,,,,
Rick Hansen,$311.52,,,,
RH-94952,$81.99,,,,
Rick Hansen,$81.99,,,,
RH-95101,-$170.23,,,,
Rick Huthwaite,-$170.23,,,,
RH-95102,$33.90,,,,
Rick Huthwaite,$33.90,,,,
RH-95551,$951.49,,,,
Ritsa Hightower,$951.49,,,,
RH-95552,$758.31,,,,
Ritsa Hightower,$758.31,,,,
RH-96001,$280.20,,,,
Rob Haberlin,$280.20,,,,
RH-96002,$599.28,,,,
Rob Haberlin,$599.28,,,,
RH-96003,$13.14,,,,
Rob Haberlin,$13.14,,,,
RK-193001,$297.98,,,,
Ralph Kennedy,$297.98,,,,
RK-193002,-$405.26,,,,
Ralph Kennedy,-$405.26,,,,
RK-193003,"-$1,835.97",,,,
Ralph Kennedy,"-$1,835.97",,,,
RK-193004,$269.69,,,,
Ralph Kennedy,$269.69,,,,
RK-93001,$60.09,,,,
Ralph Kennedy,$60.09,,,,
RK-93002,$57.69,,,,
Ralph Kennedy,$57.69,,,,
RL-196151,$791.61,,,,
Rob Lucas,$791.61,,,,
RL-196152,$134.82,,,,
Rob Lucas,$134.82,,,,
RL-196153,$922.56,,,,
Rob Lucas,$922.56,,,,
RL-196154,$488.15,,,,
Rob Lucas,$488.15,,,,
RL-96151,$33.91,,,,
Rob Lucas,$33.91,,,,
RL-96152,$332.93,,,,
Rob Lucas,$332.93,,,,
RM-193751,$320.36,,,,
Raymond Messe,$320.36,,,,
RM-193752,-$184.20,,,,
Raymond Messe,-$184.20,,,,
RM-193753,$803.19,,,,
Raymond Messe,$803.19,,,,
RM-193754,$392.15,,,,
Raymond Messe,$392.15,,,,
RM-196751,-$8.38,,,,
Robert Marley,-$8.38,,,,
RM-196752,$340.48,,,,
Robert Marley,$340.48,,,,
RM-196753,$575.86,,,,
Robert Marley,$575.86,,,,
RM-196754,"$1,902.54",,,,
Robert Marley,"$1,902.54",,,,
RM-197501,$657.89,,,,
Roland Murray,$657.89,,,,
RM-197502,$453.24,,,,
Roland Murray,$453.24,,,,
RM-197503,$175.06,,,,
Roland Murray,$175.06,,,,
RM-197504,$28.69,,,,
Roland Murray,$28.69,,,,
RM-93751,$248.76,,,,
Raymond Messe,$248.76,,,,
RM-93752,$275.14,,,,
Raymond Messe,$275.14,,,,
RM-96751,$96.99,,,,
Robert Marley,$96.99,,,,
RM-96752,$44.40,,,,
Robert Marley,$44.40,,,,
RM-96753,-$409.66,,,,
Robert Marley,-$409.66,,,,
RM-97501,$9.96,,,,
Roland Murray,$9.96,,,,
RM-97502,-$74.51,,,,
Roland Murray,-$74.51,,,,
RO-197801,"$1,517.31",,,,
Rose O'Brian,"$1,517.31",,,,
RO-197802,$305.03,,,,
Rose O'Brian,$305.03,,,,
RO-197803,$150.91,,,,
Rose O'Brian,$150.91,,,,
RO-197804,"-$1,262.57",,,,
Rose O'Brian,"-$1,262.57",,,,
RO-97801,$598.53,,,,
Rose O'Brian,$598.53,,,,
RO-97802,-$440.33,,,,
Rose O'Brian,-$440.33,,,,
RP-192701,"$1,098.52",,,,
Rachel Payne,"$1,098.52",,,,
RP-192702,$314.67,,,,
Rachel Payne,$314.67,,,,
RP-192703,$35.18,,,,
Rachel Payne,$35.18,,,,
RP-192704,$59.54,,,,
Rachel Payne,$59.54,,,,
RP-193901,-$145.72,,,,
Resi Pölking,-$145.72,,,,
RP-193902,$36.56,,,,
Resi Pölking,$36.56,,,,
RP-193903,-$808.16,,,,
Resi Pölking,-$808.16,,,,
RP-193904,$465.25,,,,
Resi Pölking,$465.25,,,,
RP-198551,-$176.80,,,,
Roy Phan,-$176.80,,,,
RP-198552,$409.05,,,,
Roy Phan,$409.05,,,,
RP-198553,-$398.43,,,,
Roy Phan,-$398.43,,,,
RP-198554,$594.59,,,,
Roy Phan,$594.59,,,,
RP-92701,$69.79,,,,
Rachel Payne,$69.79,,,,
RP-92702,$325.02,,,,
Rachel Payne,$325.02,,,,
RP-93901,"$1,082.28",,,,
Resi Pölking,"$1,082.28",,,,
RP-93902,$438.18,,,,
Resi Pölking,$438.18,,,,
RP-98551,$785.82,,,,
Roy Phan,$785.82,,,,
RP-98552,"-$1,075.37",,,,
Roy Phan,"-$1,075.37",,,,
RR-193151,"$1,724.08",,,,
Ralph Ritter,"$1,724.08",,,,
RR-193152,$472.19,,,,
Ralph Ritter,$472.19,,,,
RR-193153,$181.94,,,,
Ralph Ritter,$181.94,,,,
RR-193154,-$73.84,,,,
Ralph Ritter,-$73.84,,,,
RR-195251,$244.87,,,,
Rick Reed,$244.87,,,,
RR-195252,$965.03,,,,
Rick Reed,$965.03,,,,
RR-195253,"-$2,030.75",,,,
Rick Reed,"-$2,030.75",,,,
RR-195254,$721.68,,,,
Rick Reed,$721.68,,,,
RR-93151,$6.18,,,,
Ralph Ritter,$6.18,,,,
RR-93152,$528.42,,,,
Ralph Ritter,$528.42,,,,
RR-95251,$103.41,,,,
Rick Reed,$103.41,,,,
RR-95252,-$52.23,,,,
Rick Reed,-$52.23,,,,
RS-194201,$49.87,,,,
Ricardo Sperren,$49.87,,,,
RS-194202,$570.02,,,,
Ricardo Sperren,$570.02,,,,
RS-194203,$517.69,,,,
Ricardo Sperren,$517.69,,,,
RS-194204,$633.45,,,,
Ricardo Sperren,$633.45,,,,
RS-197651,$445.33,,,,
Roland Schwarz,$445.33,,,,
RS-197652,"$1,077.10",,,,
Roland Schwarz,"$1,077.10",,,,
RS-197653,$317.50,,,,
Roland Schwarz,$317.50,,,,
RS-197654,"$1,206.39",,,,
Roland Schwarz,"$1,206.39",,,,
RS-198701,$280.70,,,,
Roy Skaria,$280.70,,,,
RS-198702,$835.45,,,,
Roy Skaria,$835.45,,,,
RS-198703,$97.12,,,,
Roy Skaria,$97.12,,,,
RS-198704,$9.58,,,,
Roy Skaria,$9.58,,,,
RS-94201,$49.29,,,,
Ricardo Sperren,$49.29,,,,
RS-94202,$1.65,,,,
Ricardo Sperren,$1.65,,,,
RS-94203,$1.68,,,,
Ricardo Sperren,$1.68,,,,
RS-97651,$288.42,,,,
Roland Schwarz,$288.42,,,,
RS-97652,$137.43,,,,
Roland Schwarz,$137.43,,,,
RS-98701,$144.39,,,,
Roy Skaria,$144.39,,,,
RS-98702,$96.19,,,,
Roy Skaria,$96.19,,,,
RW-195401,$922.73,,,,
Rick Wilson,$922.73,,,,
RW-195402,"$1,120.45",,,,
Rick Wilson,"$1,120.45",,,,
RW-195403,$295.22,,,,
Rick Wilson,$295.22,,,,
RW-195404,"$1,586.63",,,,
Rick Wilson,"$1,586.63",,,,
RW-196301,$839.45,,,,
Rob Williams,$839.45,,,,
RW-196302,$106.53,,,,
Rob Williams,$106.53,,,,
RW-196303,$354.82,,,,
Rob Williams,$354.82,,,,
RW-196304,$698.83,,,,
Rob Williams,$698.83,,,,
RW-196901,"$1,161.22",,,,
Robert Waldorf,"$1,161.22",,,,
RW-196902,$151.09,,,,
Robert Waldorf,$151.09,,,,
RW-196903,$292.39,,,,
Robert Waldorf,$292.39,,,,
RW-196904,$707.55,,,,
Robert Waldorf,$707.55,,,,
RW-95401,"$1,269.90",,,,
Rick Wilson,"$1,269.90",,,,
RW-95402,-$17.50,,,,
Rick Wilson,-$17.50,,,,
RW-96301,$247.44,,,,
Rob Williams,$247.44,,,,
RW-96302,$5.16,,,,
Rob Williams,$5.16,,,,
RW-96901,$97.25,,,,
Robert Waldorf,$97.25,,,,
RW-96902,-$272.51,,,,
Robert Waldorf,-$272.51,,,,
SA-108301,$45.80,,,,
Sue Ann Reed,$45.80,,,,
SA-108302,$4.38,,,,
Sue Ann Reed,$4.38,,,,
SA-108303,-$106.73,,,,
Sue Ann Reed,-$106.73,,,,
SA-208301,-$467.93,,,,
Sue Ann Reed,-$467.93,,,,
SA-208302,$846.31,,,,
Sue Ann Reed,$846.31,,,,
SA-208303,$422.72,,,,
Sue Ann Reed,$422.72,,,,
SA-208304,$610.15,,,,
Sue Ann Reed,$610.15,,,,
SB-101701,$264.93,,,,
Sarah Bern,$264.93,,,,
SB-101702,-$240.87,,,,
Sarah Bern,-$240.87,,,,
SB-101851,$181.09,,,,
Sarah Brown,$181.09,,,,
SB-101852,$42.21,,,,
Sarah Brown,$42.21,,,,
SB-102901,-$120.67,,,,
Sean Braxton,-$120.67,,,,
SB-201701,"$2,421.87",,,,
Sarah Bern,"$2,421.87",,,,
SB-201702,-$382.12,,,,
Sarah Bern,-$382.12,,,,
SB-201703,$145.48,,,,
Sarah Bern,$145.48,,,,
SB-201704,$157.67,,,,
Sarah Bern,$157.67,,,,
SB-201851,-$471.71,,,,
Sarah Brown,-$471.71,,,,
SB-201852,$320.20,,,,
Sarah Brown,$320.20,,,,
SB-201853,$711.41,,,,
Sarah Brown,$711.41,,,,
SB-201854,$885.46,,,,
Sarah Brown,$885.46,,,,
SB-202901,-$536.04,,,,
Sean Braxton,-$536.04,,,,
SB-202902,$759.23,,,,
Sean Braxton,$759.23,,,,
SB-202903,$83.24,,,,
Sean Braxton,$83.24,,,,
SB-202904,"-$2,082.75",,,,
Sean Braxton,"-$2,082.75",,,,
SC-100201,$15.84,,,,
Sam Craven,$15.84,,,,
SC-100202,-$131.35,,,,
Sam Craven,-$131.35,,,,
SC-100501,$232.50,,,,
Sample Company A,$232.50,,,,
SC-100502,$126.35,,,,
Sample Company A,$126.35,,,,
SC-100951,$102.52,,,,
Sanjit Chand,$102.52,,,,
SC-100952,-$3.36,,,,
Sanjit Chand,-$3.36,,,,
SC-102301,$27.42,,,,
Scot Coram,$27.42,,,,
SC-102302,$258.90,,,,
Scot Coram,$258.90,,,,
SC-102601,$58.95,,,,
Scott Cohen,$58.95,,,,
SC-102602,-$101.83,,,,
Scott Cohen,-$101.83,,,,
SC-103051,-$407.46,,,,
Sean Christensen,-$407.46,,,,
SC-103052,$194.31,,,,
Sean Christensen,$194.31,,,,
SC-103801,$365.46,,,,
Shahid Collister,$365.46,,,,
SC-103802,$44.67,,,,
Shahid Collister,$44.67,,,,
SC-104401,-$349.56,,,,
Shaun Chance,-$349.56,,,,
SC-104402,-$183.88,,,,
Shaun Chance,-$183.88,,,,
SC-105751,$41.64,,,,
Sonia Cooley,$41.64,,,,
SC-106801,$490.38,,,,
Steve Carroll,$490.38,,,,
SC-106802,$52.98,,,,
Steve Carroll,$52.98,,,,
SC-106951,-$157.35,,,,
Steve Chapman,-$157.35,,,,
SC-106952,-$193.13,,,,
Steve Chapman,-$193.13,,,,
SC-107251,$154.40,,,,
Steven Cartwright,$154.40,,,,
SC-107252,$36.81,,,,
Steven Cartwright,$36.81,,,,
SC-107701,$5.64,,,,
Stewart Carmichael,$5.64,,,,
SC-107702,$2.73,,,,
Stewart Carmichael,$2.73,,,,
SC-107703,-$136.03,,,,
Stewart Carmichael,-$136.03,,,,
SC-108001,-$81.38,,,,
Stuart Calhoun,-$81.38,,,,
SC-108002,$3.54,,,,
Stuart Calhoun,$3.54,,,,
SC-108451,$242.64,,,,
Sung Chung,$242.64,,,,
SC-108452,$19.02,,,,
Sung Chung,$19.02,,,,
SC-200201,"$1,032.22",,,,
Sam Craven,"$1,032.22",,,,
SC-200202,$362.04,,,,
Sam Craven,$362.04,,,,
SC-200203,$154.31,,,,
Sam Craven,$154.31,,,,
SC-200204,-$317.05,,,,
Sam Craven,-$317.05,,,,
SC-200501,$869.66,,,,
Sample Company A,$869.66,,,,
SC-200502,$199.55,,,,
Sample Company A,$199.55,,,,
SC-200503,"-$2,421.39",,,,
Sample Company A,"-$2,421.39",,,,
SC-200504,"$1,011.74",,,,
Sample Company A,"$1,011.74",,,,
SC-200951,$605.72,,,,
Sanjit Chand,$605.72,,,,
SC-200952,"$1,572.06",,,,
Sanjit Chand,"$1,572.06",,,,
SC-200953,$171.03,,,,
Sanjit Chand,$171.03,,,,
SC-200954,"$5,757.41",,,,
Sanjit Chand,"$5,757.41",,,,
SC-202301,"$1,355.56",,,,
Scot Coram,"$1,355.56",,,,
SC-202302,$137.39,,,,
Scot Coram,$137.39,,,,
SC-202303,$851.96,,,,
Scot Coram,$851.96,,,,
SC-202304,$440.14,,,,
Scot Coram,$440.14,,,,
SC-202601,$243.03,,,,
Scott Cohen,$243.03,,,,
SC-202602,$404.34,,,,
Scott Cohen,$404.34,,,,
SC-202603,-$52.82,,,,
Scott Cohen,-$52.82,,,,
SC-202604,$671.00,,,,
Scott Cohen,$671.00,,,,
SC-203051,$452.66,,,,
Sean Christensen,$452.66,,,,
SC-203052,-$418.02,,,,
Sean Christensen,-$418.02,,,,
SC-203053,$411.62,,,,
Sean Christensen,$411.62,,,,
SC-203054,$229.16,,,,
Sean Christensen,$229.16,,,,
SC-203801,$674.66,,,,
Shahid Collister,$674.66,,,,
SC-203802,$25.62,,,,
Shahid Collister,$25.62,,,,
SC-203803,$345.31,,,,
Shahid Collister,$345.31,,,,
SC-203804,$236.66,,,,
Shahid Collister,$236.66,,,,
SC-204401,-$6.63,,,,
Shaun Chance,-$6.63,,,,
SC-204402,$130.18,,,,
Shaun Chance,$130.18,,,,
SC-204403,$387.35,,,,
Shaun Chance,$387.35,,,,
SC-204404,$379.56,,,,
Shaun Chance,$379.56,,,,
SC-205751,$218.34,,,,
Sonia Cooley,$218.34,,,,
SC-205752,$585.43,,,,
Sonia Cooley,$585.43,,,,
SC-205753,-$7.64,,,,
Sonia Cooley,-$7.64,,,,
SC-205754,$100.23,,,,
Sonia Cooley,$100.23,,,,
SC-206801,$858.64,,,,
Steve Carroll,$858.64,,,,
SC-206802,$251.71,,,,
Steve Carroll,$251.71,,,,
SC-206803,-$315.08,,,,
Steve Carroll,-$315.08,,,,
SC-206804,$370.16,,,,
Steve Carroll,$370.16,,,,
SC-206951,"$1,032.37",,,,
Steve Chapman,"$1,032.37",,,,
SC-206952,$662.54,,,,
Steve Chapman,$662.54,,,,
SC-206953,$209.42,,,,
Steve Chapman,$209.42,,,,
SC-206954,$611.83,,,,
Steve Chapman,$611.83,,,,
SC-207251,$7.68,,,,
Steven Cartwright,$7.68,,,,
SC-207252,$921.37,,,,
Steven Cartwright,$921.37,,,,
SC-207253,-$330.88,,,,
Steven Cartwright,-$330.88,,,,
SC-207254,"$1,276.65",,,,
Steven Cartwright,"$1,276.65",,,,
SC-207701,$78.62,,,,
Stewart Carmichael,$78.62,,,,
SC-207702,$257.12,,,,
Stewart Carmichael,$257.12,,,,
SC-207703,$781.20,,,,
Stewart Carmichael,$781.20,,,,
SC-207704,-$671.19,,,,
Stewart Carmichael,-$671.19,,,,
SC-208001,$810.43,,,,
Stuart Calhoun,$810.43,,,,
SC-208002,$458.03,,,,
Stuart Calhoun,$458.03,,,,
SC-208003,$33.91,,,,
Stuart Calhoun,$33.91,,,,
SC-208004,$51.83,,,,
Stuart Calhoun,$51.83,,,,
SC-208451,$673.02,,,,
Sung Chung,$673.02,,,,
SC-208452,$480.80,,,,
Sung Chung,$480.80,,,,
SC-208453,$250.04,,,,
Sung Chung,$250.04,,,,
SC-208454,$31.18,,,,
Sung Chung,$31.18,,,,
SD-104851,$205.91,,,,
Shirley Daniels,$205.91,,,,
SD-104852,$10.39,,,,
Shirley Daniels,$10.39,,,,
SD-204851,$403.20,,,,
Shirley Daniels,$403.20,,,,
SD-204852,$242.06,,,,
Shirley Daniels,$242.06,,,,
SD-204853,$800.49,,,,
Shirley Daniels,$800.49,,,,
SD-204854,"$1,985.17",,,,
Shirley Daniels,"$1,985.17",,,,
SE-101101,$19.50,,,,
Sanjit Engle,$19.50,,,,
SE-101102,$132.66,,,,
Sanjit Engle,$132.66,,,,
SE-201101,$546.63,,,,
Sanjit Engle,$546.63,,,,
SE-201102,"$2,139.40",,,,
Sanjit Engle,"$2,139.40",,,,
SE-201103,$526.92,,,,
Sanjit Engle,$526.92,,,,
SE-201104,"$2,650.68",,,,
Sanjit Engle,"$2,650.68",,,,
SF-100651,$24.94,,,,
Sandra Flanagan,$24.94,,,,
SF-100652,$767.07,,,,
Sandra Flanagan,$767.07,,,,
SF-102001,$62.23,,,,
Sarah Foster,$62.23,,,,
SF-102002,"-$1,446.63",,,,
Sarah Foster,"-$1,446.63",,,,
SF-109651,$233.82,,,,
Sylvia Foulston,$233.82,,,,
SF-109652,$422.53,,,,
Sylvia Foulston,$422.53,,,,
SF-200651,$431.07,,,,
Sandra Flanagan,$431.07,,,,
SF-200652,$121.47,,,,
Sandra Flanagan,$121.47,,,,
SF-200653,$292.94,,,,
Sandra Flanagan,$292.94,,,,
SF-200654,$228.16,,,,
Sandra Flanagan,$228.16,,,,
SF-202001,$834.59,,,,
Sarah Foster,$834.59,,,,
SF-202002,$435.61,,,,
Sarah Foster,$435.61,,,,
SF-202003,$657.06,,,,
Sarah Foster,$657.06,,,,
SF-202004,$286.90,,,,
Sarah Foster,$286.90,,,,
SF-209651,$231.60,,,,
Sylvia Foulston,$231.60,,,,
SF-209652,$155.33,,,,
Sylvia Foulston,$155.33,,,,
SF-209653,$311.96,,,,
Sylvia Foulston,$311.96,,,,
SF-209654,$539.94,,,,
Sylvia Foulston,$539.94,,,,
SG-100801,$245.93,,,,
Sandra Glassco,$245.93,,,,
SG-100802,$14.10,,,,
Sandra Glassco,$14.10,,,,
SG-100803,$71.88,,,,
Sandra Glassco,$71.88,,,,
SG-104701,$300.42,,,,
Sheri Gordon,$300.42,,,,
SG-104702,$567.24,,,,
Sheri Gordon,$567.24,,,,
SG-106051,-$40.75,,,,
Speros Goranitis,-$40.75,,,,
SG-106052,$252.25,,,,
Speros Goranitis,$252.25,,,,
SG-108901,-$60.46,,,,
Susan Gilcrest,-$60.46,,,,
SG-108902,$361.47,,,,
Susan Gilcrest,$361.47,,,,
SG-200801,"$1,109.61",,,,
Sandra Glassco,"$1,109.61",,,,
SG-200802,$475.16,,,,
Sandra Glassco,$475.16,,,,
SG-200803,$396.59,,,,
Sandra Glassco,$396.59,,,,
SG-200804,$570.44,,,,
Sandra Glassco,$570.44,,,,
SG-204701,"$1,272.02",,,,
Sheri Gordon,"$1,272.02",,,,
SG-204702,-$608.56,,,,
Sheri Gordon,-$608.56,,,,
SG-204703,$926.88,,,,
Sheri Gordon,$926.88,,,,
SG-204704,-$119.01,,,,
Sheri Gordon,-$119.01,,,,
SG-206051,$549.83,,,,
Speros Goranitis,$549.83,,,,
SG-206052,$14.35,,,,
Speros Goranitis,$14.35,,,,
SG-206053,$302.16,,,,
Speros Goranitis,$302.16,,,,
SG-206054,$463.27,,,,
Speros Goranitis,$463.27,,,,
SG-208901,$187.42,,,,
Susan Gilcrest,$187.42,,,,
SG-208902,$490.02,,,,
Susan Gilcrest,$490.02,,,,
SG-208903,-$433.44,,,,
Susan Gilcrest,-$433.44,,,,
SG-208904,-$3.71,,,,
Susan Gilcrest,-$3.71,,,,
SH-103951,-$73.44,,,,
Shahid Hopkins,-$73.44,,,,
SH-103952,$17.43,,,,
Shahid Hopkins,$17.43,,,,
SH-103953,$3.18,,,,
Shahid Hopkins,$3.18,,,,
SH-106351,$129.87,,,,
Stefanie Holloman,$129.87,,,,
SH-199751,$553.59,,,,
Sally Hughsby,$553.59,,,,
SH-199752,-$212.42,,,,
Sally Hughsby,-$212.42,,,,
SH-199753,$87.57,,,,
Sally Hughsby,$87.57,,,,
SH-199754,$558.47,,,,
Sally Hughsby,$558.47,,,,
SH-203951,$434.86,,,,
Shahid Hopkins,$434.86,,,,
SH-203952,$409.26,,,,
Shahid Hopkins,$409.26,,,,
SH-203953,$412.46,,,,
Shahid Hopkins,$412.46,,,,
SH-203954,-$144.52,,,,
Shahid Hopkins,-$144.52,,,,
SH-206351,$271.17,,,,
Stefanie Holloman,$271.17,,,,
SH-206352,"$1,254.80",,,,
Stefanie Holloman,"$1,254.80",,,,
SH-206353,$61.71,,,,
Stefanie Holloman,$61.71,,,,
SH-206354,$260.63,,,,
Stefanie Holloman,$260.63,,,,
SH-99751,-$391.11,,,,
Sally Hughsby,-$391.11,,,,
SH-99752,"$1,199.25",,,,
Sally Hughsby,"$1,199.25",,,,
SJ-101251,$450.15,,,,
Sanjit Jacobs,$450.15,,,,
SJ-101252,$4.20,,,,
Sanjit Jacobs,$4.20,,,,
SJ-101253,-$89.72,,,,
Sanjit Jacobs,-$89.72,,,,
SJ-102151,$15.42,,,,
Sarah Jordon,$15.42,,,,
SJ-102152,$3.90,,,,
Sarah Jordon,$3.90,,,,
SJ-102153,$159.73,,,,
Sarah Jordon,$159.73,,,,
SJ-105001,$34.58,,,,
Shirley Jackson,$34.58,,,,
SJ-201251,$64.42,,,,
Sanjit Jacobs,$64.42,,,,
SJ-201252,$475.30,,,,
Sanjit Jacobs,$475.30,,,,
SJ-201253,$779.54,,,,
Sanjit Jacobs,$779.54,,,,
SJ-201254,$144.12,,,,
Sanjit Jacobs,$144.12,,,,
SJ-202151,$714.65,,,,
Sarah Jordon,$714.65,,,,
SJ-202152,$934.47,,,,
Sarah Jordon,$934.47,,,,
SJ-202153,$707.20,,,,
Sarah Jordon,$707.20,,,,
SJ-202154,-$23.51,,,,
Sarah Jordon,-$23.51,,,,
SJ-205001,$783.64,,,,
Shirley Jackson,$783.64,,,,
SJ-205002,-$307.87,,,,
Shirley Jackson,-$307.87,,,,
SJ-205003,"$1,003.37",,,,
Shirley Jackson,"$1,003.37",,,,
SJ-205004,$68.10,,,,
Shirley Jackson,$68.10,,,,
SK-199901,$288.97,,,,
Sally Knutson,$288.97,,,,
SK-199902,$581.48,,,,
Sally Knutson,$581.48,,,,
SK-199903,"$1,280.82",,,,
Sally Knutson,"$1,280.82",,,,
SK-199904,$168.79,,,,
Sally Knutson,$168.79,,,,
SK-99901,$380.91,,,,
Sally Knutson,$380.91,,,,
SK-99902,$274.55,,,,
Sally Knutson,$274.55,,,,
SL-101551,$492.36,,,,
Sara Luxemburg,$492.36,,,,
SL-101552,$3.06,,,,
Sara Luxemburg,$3.06,,,,
SL-101553,$160.32,,,,
Sara Luxemburg,$160.32,,,,
SL-201551,-$232.19,,,,
Sara Luxemburg,-$232.19,,,,
SL-201552,$928.06,,,,
Sara Luxemburg,$928.06,,,,
SL-201553,$20.35,,,,
Sara Luxemburg,$20.35,,,,
SL-201554,$527.97,,,,
Sara Luxemburg,$527.97,,,,
SM-100051,$345.78,,,,
Sally Matthias,$345.78,,,,
SM-100052,$832.11,,,,
Sally Matthias,$832.11,,,,
SM-103201,$698.39,,,,
Sean Miller,$698.39,,,,
SM-103202,-$24.43,,,,
Sean Miller,-$24.43,,,,
SM-109051,$202.69,,,,
Susan MacKendrick,$202.69,,,,
SM-109052,$45.09,,,,
Susan MacKendrick,$45.09,,,,
SM-109501,$39.03,,,,
Suzanne McNair,$39.03,,,,
SM-109502,$122.39,,,,
Suzanne McNair,$122.39,,,,
SM-200051,-$101.12,,,,
Sally Matthias,-$101.12,,,,
SM-200052,-$330.76,,,,
Sally Matthias,-$330.76,,,,
SM-200053,$808.94,,,,
Sally Matthias,$808.94,,,,
SM-200054,-$26.59,,,,
Sally Matthias,-$26.59,,,,
SM-203201,-$57.17,,,,
Sean Miller,-$57.17,,,,
SM-203202,$620.04,,,,
Sean Miller,$620.04,,,,
SM-203203,$334.20,,,,
Sean Miller,$334.20,,,,
SM-203204,"-$1,980.74",,,,
Sean Miller,"-$1,980.74",,,,
SM-209051,$788.67,,,,
Susan MacKendrick,$788.67,,,,
SM-209052,$646.46,,,,
Susan MacKendrick,$646.46,,,,
SM-209053,$82.66,,,,
Susan MacKendrick,$82.66,,,,
SM-209054,-$237.29,,,,
Susan MacKendrick,-$237.29,,,,
SM-209501,$183.95,,,,
Suzanne McNair,$183.95,,,,
SM-209502,$210.10,,,,
Suzanne McNair,$210.10,,,,
SM-209503,$33.82,,,,
Suzanne McNair,$33.82,,,,
SM-209504,$581.57,,,,
Suzanne McNair,$581.57,,,,
SN-105601,-$276.80,,,,
Skye Norling,-$276.80,,,,
SN-105602,$87.99,,,,
Skye Norling,$87.99,,,,
SN-105603,$77.96,,,,
Skye Norling,$77.96,,,,
SN-107101,-$50.26,,,,
Steve Nguyen,-$50.26,,,,
SN-107102,$139.66,,,,
Steve Nguyen,$139.66,,,,
SN-205601,"-$2,597.13",,,,
Skye Norling,"-$2,597.13",,,,
SN-205602,$442.00,,,,
Skye Norling,$442.00,,,,
SN-205603,$344.86,,,,
Skye Norling,$344.86,,,,
SN-205604,-$716.86,,,,
Skye Norling,-$716.86,,,,
SN-207101,$783.22,,,,
Steve Nguyen,$783.22,,,,
SN-207102,$701.87,,,,
Steve Nguyen,$701.87,,,,
SN-207103,$328.61,,,,
Steve Nguyen,$328.61,,,,
SN-207104,$481.75,,,,
Steve Nguyen,$481.75,,,,
SO-103351,$25.47,,,,
Sean O'Donnell,$25.47,,,,
SO-103352,-$8.05,,,,
Sean O'Donnell,-$8.05,,,,
SO-203351,"$1,338.83",,,,
Sean O'Donnell,"$1,338.83",,,,
SO-203352,$755.31,,,,
Sean O'Donnell,$755.31,,,,
SO-203353,$376.57,,,,
